time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-27T22:03:56.567Z,-37.7402,179.6884,19,5.8,mww,131,51,1.111,1.22,us,us7000nula,2024-11-28T22:08:26.101Z,"123 km E of Hicks Bay, New Zealand",earthquake,7.41,1.674,0.046,46,reviewed,us,us
2024-11-27T21:58:45.213Z,15.3961,120.8057,182,5.7,mww,127,32,7.387,0.89,us,us7000nul8,2024-11-28T22:02:36.741Z,"0 km SSE of Batitang, Philippines",earthquake,8.43,1.884,0.044,50,reviewed,us,us
2024-11-27T20:34:40.723Z,48.6418,100.1068,10,5.1,mb,49,41,4.279,0.74,us,us7000nuku,2024-11-27T20:52:31.040Z,"109 km SSW of Tsengel, Mongolia",earthquake,7.13,1.845,0.081,49,reviewed,us,us
2024-11-27T20:31:40.828Z,40.3941,77.7796,10,4.5,mwr,89,115,1.356,0.84,us,us7000nuks,2024-11-29T19:56:20.206Z,"123 km WNW of Tumxuk, China",earthquake,5.69,1.886,0.061,26,reviewed,us,us
2024-11-27T18:04:59.040Z,11.2129,125.8231,35,4.5,mb,95,111,4.124,0.67,us,us7000nujz,2024-11-28T17:02:48.094Z,"18 km ENE of Salcedo, Philippines",earthquake,10.6,1.896,0.06,89,reviewed,us,us
2024-11-27T17:31:02.638Z,37.3768,71.5398,113.349,4.7,mwr,127,82,1.945,0.62,us,us7000nuj7,2024-11-28T16:34:45.040Z,"12 km S of Khorugh, Tajikistan",earthquake,4.97,5.575,0.073,18,reviewed,us,us
2024-11-27T15:59:18.111Z,-60.2725,-47.6045,10,5.2,mb,74,56,8.495,0.51,us,us7000nuix,2024-11-27T16:14:49.040Z,"Scotia Sea",earthquake,8.58,1.856,0.069,69,reviewed,us,us
2024-11-27T15:46:15.567Z,27.7484,52.3069,10,4.5,mb,86,62,4.474,0.58,us,us7000nuiu,2024-11-27T16:17:29.040Z,"60 km WNW of Mohr, Iran",earthquake,7.96,1.859,0.06,82,reviewed,us,us
2024-11-27T15:46:01.820Z,-14.4419,167.3887,183.737,4.5,mb,38,126,1.015,0.6,us,us7000nuir,2024-11-27T16:27:52.040Z,"65 km SSW of Sola, Vanuatu",earthquake,13.13,6.442,0.107,26,reviewed,us,us
2024-11-27T15:32:23.626Z,24.0113,121.7273,43.625,4.6,mwr,57,68,0.729,0.82,us,us7000nuil,2024-11-28T23:06:22.397Z,"13 km ENE of Hualien City, Taiwan",earthquake,3.34,6.095,0.063,24,reviewed,us,us
2024-11-27T12:33:14.118Z,10.1617,125.6071,117.804,4.9,mb,94,72,3.072,0.84,us,us7000nuhy,2024-11-27T13:03:51.673Z,"19 km SSE of Tubajon, Philippines",earthquake,10.17,7.01,0.062,82,reviewed,us,us
2024-11-27T08:59:10.742Z,9.1146,126.6251,59.188,5,mb,62,73,2.28,1.2,us,us7000nug7,2024-11-27T09:37:01.603Z,"42 km ENE of Bacolod, Philippines",earthquake,9.25,5.982,0.074,58,reviewed,us,us
2024-11-27T00:05:38.239Z,-11.3039,-74.9008,113.266,4.6,mb,59,72,2.02,0.52,us,us7000nue0,2024-11-27T02:18:47.040Z,"19 km NW of Mariposa, Peru",earthquake,9.2,5.614,0.05,117,reviewed,us,us
2024-11-26T21:29:47.810Z,-31.1664,-68.5414,104.396,4.6,mb,30,125,0.397,1.14,us,us7000nuc5,2024-11-27T23:49:24.040Z,"29 km N of San Martín, Argentina",earthquake,5.91,5.215,0.244,5,reviewed,us,us
2024-11-26T21:01:48.770Z,49.3507,155.4911,56.648,5.4,mww,119,49,4.01,0.85,us,us7000nuc0,2024-11-27T21:05:22.769Z,"154 km SSW of Severo-Kuril’sk, Russia",earthquake,9.05,4.08,0.075,17,reviewed,us,us
2024-11-26T17:19:47.379Z,37.0257,136.4128,10,4.9,mww,99,57,1.516,0.8,us,us7000nub4,2024-11-26T17:46:04.040Z,"36 km WNW of Hakui, Japan",earthquake,6.01,1.843,0.11,8,reviewed,us,us
2024-11-26T15:34:29.567Z,-12.029,166.5218,138.042,4.5,mb,47,143,3.461,0.81,us,us7000nu9j,2024-11-26T17:56:47.040Z,"164 km SSE of Lata, Solomon Islands",earthquake,11.92,6.168,0.082,44,reviewed,us,us
2024-11-26T14:52:51.879Z,37.0283,136.3743,7.937,4.9,mww,171,35,1.546,0.7,us,us7000nu9d,2024-11-29T16:52:52.040Z,"39 km WNW of Hakui, Japan",earthquake,5.41,3.825,0.086,13,reviewed,us,us
2024-11-26T14:46:47.833Z,-39.0679,174.7945,213.046,4.9,mb,75,40,0.556,0.75,us,us7000nu9b,2024-11-29T16:20:21.152Z,"48 km E of Waitara, New Zealand",earthquake,6.48,4.618,0.073,58,reviewed,us,us
2024-11-26T14:13:50.353Z,36.9141,136.3469,6.766,4.5,mb,43,54,1.537,0.82,us,us7000nu95,2024-11-26T14:35:30.040Z,"39 km W of Hakui, Japan",earthquake,5.81,4.334,0.106,26,reviewed,us,us
2024-11-26T13:47:03.695Z,37.0484,136.3492,10,6.1,mww,276,15,1.571,0.8,us,us7000nu90,2024-11-28T22:27:27.013Z,"42 km WNW of Hakui, Japan",earthquake,6.22,1.72,0.036,73,reviewed,us,us
2024-11-26T13:01:15.110Z,10.0163,126.4195,9.37,4.5,mb,57,104,3.043,0.56,us,us7000nu8w,2024-11-26T15:50:59.040Z,"38 km ENE of Pilar, Philippines",earthquake,8.17,3.606,0.077,56,reviewed,us,us
2024-11-26T12:57:12.019Z,10.0065,126.4571,6.501,4.5,mb,27,104,3.044,0.63,us,us7000nu8v,2024-11-26T13:23:24.040Z,"42 km ENE of Pilar, Philippines",earthquake,6.83,4.61,0.113,23,reviewed,us,us
2024-11-26T12:33:09.199Z,-30.4512,-71.3548,51.195,5.1,mww,47,112,0.328,0.79,us,us7000nu8n,2024-11-26T18:22:07.906Z,"22 km NW of Ovalle, Chile",earthquake,5.31,5.952,0.093,11,reviewed,us,us
2024-11-26T08:03:25.941Z,24.8161,96.1358,10,4.9,mb,46,111,3.765,0.74,us,us7000nu7y,2024-11-26T08:48:35.040Z,"127 km WNW of Bhamo, Myanmar",earthquake,10.02,1.901,0.076,54,reviewed,us,us
2024-11-26T07:55:04.656Z,-2.9292,129.3536,10,5.1,mb,54,61,1.675,0.9,us,us7000nu7t,2024-11-26T08:12:56.040Z,"59 km NE of Masohi, Indonesia",earthquake,4.54,1.85,0.069,68,reviewed,us,us
2024-11-26T04:31:20.443Z,38.659,142.197,35,5.3,mww,91,93,2.3,0.57,us,us7000nu6z,2024-11-27T23:44:03.377Z,"61 km SE of Ōfunato, Japan",earthquake,8.45,1.82,0.063,24,reviewed,us,us
2024-11-26T01:54:44.746Z,-20.6006,-178.6958,604.31,4.8,mb,77,40,4.185,0.73,us,us7000nu6a,2024-11-27T06:20:41.040Z,"Fiji region",earthquake,10.71,4.781,0.04,196,reviewed,us,us
2024-11-25T23:56:28.129Z,13.7815,-92.616,11.23,4.7,mww,56,144,1.742,0.94,us,us7000nu5z,2024-11-26T00:12:28.040Z,"92 km SSW of Ocós, Guatemala",earthquake,7.58,5.749,0.078,16,reviewed,us,us
2024-11-25T19:18:15.936Z,4.4112,126.1971,78.065,4.5,mb,54,106,2.711,1.06,us,us7000nu3k,2024-11-25T20:17:33.040Z,"136 km SE of Sarangani, Philippines",earthquake,9.77,7.683,0.078,48,reviewed,us,us
2024-11-25T18:42:17.251Z,44.318,79.8225,44.479,4.5,mwr,86,41,1.02,0.63,us,us7000nu3e,2024-11-26T00:22:49.897Z,"22 km NW of Zharkent, Kazakhstan",earthquake,6.48,5.758,0.058,29,reviewed,us,us
2024-11-25T15:37:42.620Z,29.3494,141.1387,115.461,5.2,mb,63,150,2.427,1,us,us6000p7l3,2024-11-25T15:53:16.040Z,"Izu Islands, Japan region",earthquake,9.34,8.794,0.065,78,reviewed,us,us
2024-11-25T15:13:28.128Z,-22.1515,-175.5523,164.535,4.7,mb,25,166,6.092,0.66,us,us6000p7ky,2024-11-25T15:28:59.040Z,"108 km SW of ‘Ohonua, Tonga",earthquake,15.87,12.008,0.108,26,reviewed,us,us
2024-11-25T14:10:31.481Z,-14.9619,-172.7169,85.402,4.8,mb,21,135,1.384,0.75,us,us6000p7ks,2024-11-25T15:16:54.044Z,"136 km SSW of Gataivai, Samoa",earthquake,13.52,14.027,0.143,19,reviewed,us,us
2024-11-25T12:13:43.903Z,-17.3467,-178.7404,534.945,4.6,mb,41,51,2.005,0.99,us,us6000p7kh,2024-11-25T13:09:59.040Z,"220 km ENE of Levuka, Fiji",earthquake,12.22,9.345,0.087,39,reviewed,us,us
2024-11-25T08:24:36.850Z,47.5779,-128.8494,10,4.6,mb,172,148,2.632,0.88,us,us6000p7jr,2024-11-29T06:34:24.543Z,"279 km SW of Tofino, Canada",earthquake,7.65,1.9,0.038,214,reviewed,us,us
2024-11-25T06:10:42.215Z,25.8865,128.5103,10,5.1,mb,73,67,0.969,0.63,us,us6000p7j5,2024-11-25T11:49:43.033Z,"80 km SE of Katsuren-haebaru, Japan",earthquake,3.2,1.826,0.077,55,reviewed,us,us
2024-11-25T04:51:31.378Z,6.8013,-73.1268,153.267,4.6,mb,73,50,0.904,0.69,us,us6000p7iv,2024-11-26T21:44:51.085Z,"8 km NNW of Jordán, Colombia",earthquake,7.42,6.874,0.034,256,reviewed,us,us
2024-11-24T23:32:51.734Z,30.9457,141.451,23.985,4.5,mb,32,117,2.571,0.49,us,us6000p7i6,2024-11-24T23:58:26.040Z,"Izu Islands, Japan region",earthquake,8.61,5.266,0.14,15,reviewed,us,us
2024-11-24T18:07:12.547Z,-32.4989,-177.706,10,4.7,mb,25,121,3.232,0.85,us,us6000p7gu,2024-11-24T18:27:48.040Z,"south of the Kermadec Islands",earthquake,3.68,1.885,0.12,21,reviewed,us,us
2024-11-24T14:59:33.060Z,-17.6991,167.3682,10,4.9,mb,17,183,2.245,0.81,us,us6000p7g0,2024-11-24T15:24:42.040Z,"100 km W of Port-Vila, Vanuatu",earthquake,7.13,1.961,0.14,16,reviewed,us,us
2024-11-24T14:19:14.915Z,-22.0292,-179.5178,593.159,4.6,mb,51,112,4.836,0.73,us,us6000p7fw,2024-11-24T14:43:19.040Z,"south of the Fiji Islands",earthquake,15.61,8.581,0.07,62,reviewed,us,us
2024-11-24T12:57:18.645Z,-22.4115,-68.4374,114.168,4.8,mww,43,65,0.588,1.05,us,us6000p7fm,2024-11-24T13:10:01.040Z,"50 km E of Calama, Chile",earthquake,7.1,5.569,0.083,14,reviewed,us,us
2024-11-24T11:06:32.651Z,40.985,142.8361,43.394,4.5,mb,105,167,1.057,0.54,us,us6000p7f7,2024-11-24T13:40:32.040Z,"125 km ENE of Hachinohe, Japan",earthquake,8.26,8.452,0.058,87,reviewed,us,us
2024-11-24T07:58:36.396Z,-11.2678,34.751,10,5,mb,44,49,7.529,0.79,us,us6000p7ec,2024-11-26T09:06:39.520Z,"2 km NW of Mbamba Bay, Tanzania",earthquake,6.73,1.62,0.098,33,reviewed,us,us
2024-11-24T01:36:44.092Z,-7.5928,127.8447,170.601,4.9,mb,39,42,3.674,0.75,us,us6000p7cq,2024-11-24T02:10:19.040Z,"138 km NE of Lospalos, Timor Leste",earthquake,10.08,6.263,0.106,29,reviewed,us,us
2024-11-24T01:08:03.465Z,-23.3857,-114.9926,10,5,mb,38,80,41.634,0.59,us,us6000p7cn,2024-11-24T01:37:21.040Z,"Easter Island region",earthquake,13.81,1.847,0.068,70,reviewed,us,us
2024-11-24T00:30:25.294Z,-15.5777,167.8325,159.222,4.5,mb,26,130,0.62,0.77,us,us6000p7c9,2024-11-28T00:23:26.040Z,"71 km NE of Norsup, Vanuatu",earthquake,13.4,6.931,0.124,19,reviewed,us,us
2024-11-23T23:55:55.293Z,-55.4557,158.3179,10,5.1,mb,29,96,1.025,0.73,us,us6000p7c2,2024-11-24T00:12:00.040Z,"Macquarie Island region",earthquake,9.1,1.825,0.119,23,reviewed,us,us
2024-11-23T23:22:30.344Z,40.194,142.4938,45.666,5.1,mb,107,135,1.242,0.96,us,us6000p7bu,2024-11-24T01:37:35.514Z,"58 km E of Noda, Japan",earthquake,6.14,6.769,0.037,238,reviewed,us,us
2024-11-23T19:24:29.734Z,5.4709,126.9803,89.931,4.6,mb,62,109,2.112,1.03,us,us6000p7at,2024-11-24T02:46:59.040Z,"132 km SE of Pondaguitan, Philippines",earthquake,9.19,7.689,0.069,64,reviewed,us,us
2024-11-23T19:04:30.386Z,-17.8999,-178.4392,592.038,5.9,mww,43,97,2.527,0.92,us,us6000p7aq,2024-11-24T19:07:23.960Z,"238 km E of Levuka, Fiji",earthquake,12.43,9.613,0.056,31,reviewed,us,us
2024-11-23T14:43:18.148Z,-4.1388,143.022,78.567,4.9,mb,28,54,4.811,0.5,us,us6000p79h,2024-11-23T15:00:09.040Z,"24 km ENE of Ambunti, Papua New Guinea",earthquake,6.06,9.978,0.058,93,reviewed,us,us
2024-11-23T14:13:25.110Z,-28.5718,-176.6536,10,4.7,mb,24,76,1.304,1.16,us,us6000p79b,2024-11-23T14:38:41.040Z,"Kermadec Islands region",earthquake,9.96,1.909,0.123,24,reviewed,us,us
2024-11-23T12:07:57.775Z,-2.9518,145.8612,10,4.8,mb,17,109,1.754,0.56,us,us6000p78s,2024-11-23T12:27:44.040Z,"186 km WSW of Lorengau, Papua New Guinea",earthquake,6,1.894,0.143,15,reviewed,us,us
2024-11-23T11:31:39.371Z,-0.084,130.0911,10,4.5,mb,31,68,2.854,0.78,us,us6000p78n,2024-11-23T11:52:39.040Z,"49 km WNW of Waisai, Indonesia",earthquake,8.88,1.881,0.109,25,reviewed,us,us
2024-11-23T10:47:50.871Z,-2.8095,145.7107,10,5.2,mb,47,41,1.821,0.78,us,us6000p78j,2024-11-23T11:04:04.040Z,"193 km WSW of Lorengau, Papua New Guinea",earthquake,6.46,1.648,0.097,35,reviewed,us,us
2024-11-23T10:25:35.435Z,-2.8464,145.6761,10,5.1,mb,41,42,1.867,0.53,us,us6000p78e,2024-11-23T10:42:59.040Z,"198 km WSW of Lorengau, Papua New Guinea",earthquake,4.87,1.84,0.082,48,reviewed,us,us
2024-11-23T08:33:03.407Z,39.2956,71.7909,10,5.4,mb,111,34,0.182,0.82,us,usd00125in,2024-11-27T20:35:56.501Z,"23 km ENE of Karakenja, Tajikistan",earthquake,6.46,1.762,0.034,296,reviewed,us,us
2024-11-23T04:58:52.448Z,2.2341,128.1056,167.834,4.6,mb,20,170,1.63,0.63,us,us6000p76u,2024-11-23T05:15:42.040Z,"56 km N of Tobelo, Indonesia",earthquake,12.86,9.57,0.151,14,reviewed,us,us
2024-11-22T15:22:03.408Z,-0.0324,123.9096,104.932,4.8,mb,32,61,1.517,0.75,us,us6000p6zn,2024-11-22T16:11:32.040Z,"79 km SW of Modisi, Indonesia",earthquake,6.74,7.994,0.121,21,reviewed,us,us
2024-11-22T14:25:46.464Z,46.5671,153.065,53.074,4.6,mb,34,180,7.089,0.74,us,us6000p6zh,2024-11-22T15:17:21.040Z,"Kuril Islands",earthquake,11.99,9.128,0.08,47,reviewed,us,us
2024-11-22T12:40:19.227Z,23.1676,120.2267,10,4.9,mwr,70,36,0.393,0.72,us,us6000p6ze,2024-11-23T14:59:34.643Z,"16 km N of Yongkang, Taiwan",earthquake,1.93,1.833,0.068,21,reviewed,us,us
2024-11-22T11:25:19.811Z,-53.0777,19.6611,10,5,mb,32,60,20.703,0.54,us,us6000p6z5,2024-11-22T12:05:21.040Z,"southwest of Africa",earthquake,11.64,1.881,0.105,29,reviewed,us,us
2024-11-22T11:07:50.319Z,-41.4036,-85.4551,10,4.8,mb,31,146,9.271,0.43,us,us6000p6z0,2024-11-22T11:41:59.040Z,"West Chile Rise",earthquake,12.92,1.909,0.07,64,reviewed,us,us
2024-11-22T11:04:58.342Z,-40.3938,-85.3793,10,4.7,mb,45,111,8.531,0.41,us,us6000p6z4,2024-11-25T08:20:03.040Z,"West Chile Rise",earthquake,11.3,1.903,0.108,26,reviewed,us,us
2024-11-22T09:29:48.621Z,36.3856,26.846,121.172,4.6,mb,136,109,1.044,0.81,us,us6000p6yq,2024-11-22T12:10:53.040Z,"35 km SW of Mandráki, Greece",earthquake,6.94,7.249,0.064,73,reviewed,us,us
2024-11-22T09:24:10.830Z,-10.1898,-75.5446,10,4.7,mb,70,105,2.194,0.5,us,us6000p6yn,2024-11-23T09:00:20.107Z,"45 km NNW of Oxapampa, Peru",earthquake,6.86,1.874,0.056,96,reviewed,us,us
2024-11-22T08:31:06.041Z,0.4966,126.6325,57.852,4.5,mb,40,51,0.783,0.67,us,us6000p6yg,2024-11-22T13:44:09.040Z,"89 km WSW of Ternate, Indonesia",earthquake,7.96,8.264,0.099,30,reviewed,us,us
2024-11-22T07:51:06.027Z,2.6393,128.2565,73.851,5.2,mb,77,35,2.057,1.08,us,us6000p6y6,2024-11-22T08:28:59.040Z,"104 km NNE of Tobelo, Indonesia",earthquake,7.84,6.625,0.041,191,reviewed,us,us
2024-11-22T05:43:31.338Z,26.2532,124.9733,7.24,4.5,mb,33,91,1.982,0.92,us,us6000p6xu,2024-11-22T13:58:42.137Z,"163 km NNW of Hirara, Japan",earthquake,8.03,5.764,0.135,16,reviewed,us,us
2024-11-22T03:44:40.631Z,6.9028,126.5858,106.481,4.6,mb,36,117,1.013,0.6,us,us6000p6xc,2024-11-22T04:06:17.040Z,"21 km ESE of Lukatan, Philippines",earthquake,10.75,7.202,0.109,27,reviewed,us,us
2024-11-22T02:30:27.754Z,-17.5487,-69.4762,164.87,4.9,mb,71,81,0.041,1.21,us,us6000p6x2,2024-11-22T02:51:01.040Z,"57 km ENE of Palca, Peru",earthquake,7.49,5.978,0.052,116,reviewed,us,us
2024-11-22T02:03:20.704Z,-33.146,-179.0593,56.572,4.6,mb,21,113,3.993,0.84,us,us6000p6wz,2024-11-22T21:52:15.040Z,"south of the Kermadec Islands",earthquake,10.03,6.464,0.141,15,reviewed,us,us
2024-11-21T22:07:58.774Z,-58.9494,-25.6457,48.96,4.9,mb,62,76,19.675,0.53,us,us6000p6vm,2024-11-26T20:32:31.040Z,"South Sandwich Islands region",earthquake,12.71,5.463,0.089,40,reviewed,us,us
2024-11-21T19:30:05.593Z,-7.9474,122.9762,234.394,4.6,mb,62,44,1.001,0.67,us,us6000p6u5,2024-11-21T19:50:43.040Z,"112 km NE of Maumere, Indonesia",earthquake,9.24,6.087,0.065,70,reviewed,us,us
2024-11-21T17:28:22.870Z,31.7853,131.5415,48.007,4.8,mb,69,99,0.969,0.99,us,us6000p6tl,2024-11-21T17:55:11.040Z,"18 km SE of Miyazaki, Japan",earthquake,6.66,7.892,0.063,77,reviewed,us,us
2024-11-21T15:39:52.516Z,11.7214,144.1875,39.455,5.2,mww,59,112,1.972,0.82,us,us6000p6s7,2024-12-05T15:50:04.146Z,"178 km SSW of Merizo Village, Guam",earthquake,9.2,6.88,0.139,5,reviewed,us,us
2024-11-21T15:18:43.530Z,-19.5014,-176.9211,337.758,4.8,mb,35,106,4.636,0.75,us,us6000p6s1,2024-11-21T15:32:02.040Z,"250 km NW of Houma, Tonga",earthquake,11.46,9.296,0.079,50,reviewed,us,us
2024-11-21T14:30:23.458Z,41.0658,141.1803,55.791,4.6,mb,23,123,1.761,0.98,us,us6000p6ru,2024-11-21T17:16:39.040Z,"6 km WSW of Yokohama, Japan",earthquake,6.02,8.777,0.164,11,reviewed,us,us
2024-11-21T14:17:34.590Z,13.5993,145.3388,84.767,4.7,mb,33,63,0.458,0.76,us,us6000p6rp,2024-11-21T14:34:28.166Z,"49 km E of Yigo Village, Guam",earthquake,9.06,6.657,0.07,62,reviewed,us,us
2024-11-21T12:12:52.524Z,-2.3328,138.9801,30.152,5.2,mb,54,61,6.749,0.69,us,us6000p6r8,2024-11-21T12:32:11.040Z,"186 km W of Abepura, Indonesia",earthquake,8.8,5.593,0.092,39,reviewed,us,us
2024-11-21T11:19:21.411Z,-22.1029,-179.4158,584.867,4.8,mb,37,111,4.946,1.17,us,us6000p6r5,2024-11-21T11:37:52.040Z,"south of the Fiji Islands",earthquake,12.89,8.519,0.084,44,reviewed,us,us
2024-11-21T10:56:35.930Z,-0.0969,124.2105,10,4.5,mb,29,50,1.718,1.07,us,us6000p6r3,2024-11-29T11:39:54.040Z,"65 km SSW of Modisi, Indonesia",earthquake,6.59,1.898,0.118,21,reviewed,us,us
2024-11-21T09:45:47.975Z,-16.2986,-176.3207,378.468,4.5,mb,40,70,2.633,0.67,us,us6000p6qw,2024-11-29T11:14:11.040Z,"272 km W of Hihifo, Tonga",earthquake,10.98,10.504,0.096,32,reviewed,us,us
2024-11-21T04:59:15.419Z,29.3143,51.2955,10,4.9,mb,82,70,6.169,0.73,us,us6000p6pu,2024-11-21T06:06:35.959Z,"8 km ENE of Borāzjān, Iran",earthquake,9.17,1.866,0.061,84,reviewed,us,us
2024-11-21T02:23:43.515Z,8.0301,-82.8772,10,4.8,mww,53,87,1.277,1.35,us,us6000p6p4,2024-11-21T13:36:38.259Z,"1 km WSW of Burica, Panama",earthquake,6.14,1.905,0.066,22,reviewed,us,us
2024-11-21T01:42:20.342Z,79.5933,1.4612,10,4.5,mb,30,102,2.078,1.05,us,us6000p6p1,2024-11-21T23:22:45.040Z,"Greenland Sea",earthquake,11.03,1.922,0.106,26,reviewed,us,us
2024-11-20T18:44:16.250Z,-17.2155,-174.3371,199.815,5.1,mww,91,79,4.107,0.74,us,us6000p6m3,2024-11-20T19:10:10.040Z,"151 km SSW of Hihifo, Tonga",earthquake,7.91,5.306,0.089,12,reviewed,us,us
2024-11-20T15:09:02.466Z,46.4348,136.1263,407.432,5.1,mb,130,23,3.676,0.73,us,us6000p6j0,2024-11-20T15:27:34.040Z,"23 km E of Vostok, Russia",earthquake,4.54,6.829,0.023,595,reviewed,us,us
2024-11-20T14:55:41.549Z,18.1931,145.4743,281.813,4.9,mb,122,51,2.958,0.71,us,us6000p6iz,2024-11-20T15:10:54.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.91,6.777,0.042,181,reviewed,us,us
2024-11-20T14:51:16.197Z,-18.9625,169.2891,217.04,4.6,mb,47,97,4.02,0.71,us,us6000p6ix,2024-11-22T09:55:44.040Z,"64 km N of Isangel, Vanuatu",earthquake,8.82,7.386,0.081,45,reviewed,us,us
2024-11-20T14:43:53.464Z,79.8131,1.4922,14.426,5.7,mww,149,42,11.925,0.78,us,us6000p6iv,2024-11-21T14:49:00.470Z,"Greenland Sea",earthquake,9.3,4.495,0.049,40,reviewed,us,us
2024-11-20T10:42:57.906Z,-20.7276,-176.2713,227.659,5.5,mww,121,52,5.911,0.71,us,us6000p6id,2024-11-21T10:45:54.773Z,"112 km WNW of Houma, Tonga",earthquake,11.52,4.814,0.05,38,reviewed,us,us
2024-11-20T09:26:28.993Z,-12.1247,165.7385,10,5.3,mww,45,66,3.596,1.18,us,us6000p6i8,2024-11-20T09:44:35.040Z,"154 km S of Lata, Solomon Islands",earthquake,9.47,1.888,0.078,16,reviewed,us,us
2024-11-20T08:09:50.429Z,38.0297,141.8606,63.243,4.9,mb,66,121,2.824,0.76,us,us6000p6i0,2024-11-20T08:38:12.040Z,"58 km SE of Onagawa Chō, Japan",earthquake,8.22,2.94,0.045,159,reviewed,us,us
2024-11-20T06:40:15.634Z,41.0522,140.9842,10,4.9,mww,93,93,0.269,0.62,us,us6000p6hv,2024-11-20T08:15:33.439Z,"14 km N of Hiranai, Japan",earthquake,6.72,1.843,0.078,16,reviewed,us,us
2024-11-20T04:31:21.403Z,3.1857,-83.3348,10,4.6,mb,16,199,5.692,0.47,us,us6000p6he,2024-11-25T06:10:25.040Z,"off the coast of Central America",earthquake,8.31,1.987,0.314,3,reviewed,us,us
2024-11-20T04:21:33.100Z,12.4768,93.1336,74.037,4.7,mb,24,136,6.129,0.57,us,us7000nw5n,2024-12-06T00:33:22.040Z,"97 km NNE of Bamboo Flat, India",earthquake,13.7,8.209,0.126,19,reviewed,us,us
2024-11-20T04:06:52.201Z,-57.2773,-25.3447,10,4.6,mb,33,184,6.963,0.44,us,us6000p6h8,2024-12-05T23:10:49.040Z,"South Sandwich Islands region",earthquake,14.47,1.951,0.098,31,reviewed,us,us
2024-11-20T04:03:44.886Z,-57.3521,-7.8776,10,4.8,mb,26,112,14.53,0.72,us,us6000p6h7,2024-12-05T23:05:56.040Z,"east of the South Sandwich Islands",earthquake,14.25,1.942,0.107,27,reviewed,us,us
2024-11-20T02:55:34.487Z,-52.4339,16.4074,10,4.5,mb,13,96,20.295,0.59,us,us7000nw5u,2024-12-05T22:14:01.040Z,"southwest of Africa",earthquake,15.43,1.923,0.156,12,reviewed,us,us
2024-11-20T01:40:56.557Z,44.6988,150.1011,10,4.7,mb,52,136,5.41,0.53,us,us6000p6gu,2024-12-05T21:44:29.040Z,"184 km ESE of Kuril’sk, Russia",earthquake,10.3,1.904,0.096,33,reviewed,us,us
2024-11-19T20:50:44.004Z,-8.8596,122.0517,105.558,4.6,mb,50,40,0.288,1.05,us,us6000p6f9,2024-11-19T21:13:00.040Z,"31 km SSW of Maumere, Indonesia",earthquake,8.17,5.176,0.083,43,reviewed,us,us
