time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-19T18:36:11.555Z,34.08,138.3777,248.76,5,mww,118,42,1.537,0.67,us,us6000p6ev,2024-11-20T07:39:33.892Z,"59 km SSE of Ōyama, Japan",earthquake,7.38,6.105,0.075,17,reviewed,us,us
2024-11-19T14:56:40.359Z,14.5056,-90.8063,176.531,4.7,mb,83,151,0.3,0.63,us,us7000nsm9,2024-11-19T20:31:34.040Z,"2 km SSW of San Miguel Dueñas, Guatemala",earthquake,7.25,6.183,0.049,128,reviewed,us,us
2024-11-19T12:28:14.783Z,-8.0346,107.3173,49.612,4.6,mb,38,48,0.657,0.73,us,us7000nslw,2024-11-19T14:39:31.040Z,"93 km S of Banjar, Indonesia",earthquake,7.03,6.973,0.093,34,reviewed,us,us
2024-11-19T12:23:22.989Z,25.6437,142.5186,10,4.6,mb,42,145,1.477,0.82,us,us7000nslv,2024-11-19T13:11:22.040Z,"Volcano Islands, Japan region",earthquake,10.7,1.922,0.098,31,reviewed,us,us
2024-11-19T08:34:01.837Z,6.0785,126.14,98.377,5,mww,92,43,1.131,1.25,us,us7000nskr,2024-11-19T15:30:31.389Z,"31 km S of Pondaguitan, Philippines",earthquake,6.61,5.359,0.071,19,reviewed,us,us
2024-11-19T03:11:16.984Z,-4.5104,153.4347,118.281,4.5,mb,30,155,1.419,0.53,us,us7000nsk0,2024-12-05T05:07:33.040Z,"130 km E of Kokopo, Papua New Guinea",earthquake,10.6,6.793,0.115,22,reviewed,us,us
2024-11-19T02:41:52.129Z,-21.0936,-175.7545,8,5.6,mww,69,61,5.832,0.8,us,us7000nsjt,2024-12-05T04:59:15.672Z,"47 km W of Houma, Tonga",earthquake,10.69,1.789,0.068,21,reviewed,us,us
2024-11-19T01:22:48.371Z,-22.9391,-176.9154,10,4.5,mb,29,124,6.345,0.79,us,us7000nvxd,2024-12-05T04:46:51.040Z,"257 km SW of Houma, Tonga",earthquake,13.03,1.885,0.144,14,reviewed,us,us
2024-11-19T01:07:10.532Z,31.9266,140.8768,54.639,4.7,mb,51,114,1.487,0.45,us,us7000nsjm,2024-12-05T04:08:05.040Z,"Izu Islands, Japan region",earthquake,8.75,7.445,0.092,36,reviewed,us,us
2024-11-18T21:42:16.829Z,18.4667,145.7664,210.889,4.5,mb,62,99,3.215,0.61,us,us7000nsib,2024-11-18T23:00:13.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.43,7.622,0.063,75,reviewed,us,us
2024-11-18T20:50:31.177Z,17.6053,119.5395,10,4.7,mb,72,117,5.757,0.95,us,us7000nshu,2024-11-18T21:40:12.040Z,"87 km W of Cabittaogan, Philippines",earthquake,11.41,1.901,0.066,69,reviewed,us,us
2024-11-18T17:59:40.775Z,-12.01,165.9981,10,4.7,mb,26,156,6.471,0.4,us,us7000nsh0,2024-11-18T18:27:51.040Z,"143 km S of Lata, Solomon Islands",earthquake,11.68,1.913,0.126,19,reviewed,us,us
2024-11-18T13:04:46.507Z,-16.7772,-72.6551,48.634,4.6,mb,59,137,2.717,0.88,us,us7000nsf4,2024-12-04T18:43:38.556Z,"17 km SSE of Camaná, Peru",earthquake,4.49,8.037,0.089,38,reviewed,us,us
2024-11-18T07:25:11.488Z,25.1481,142.6387,10,4.6,mb,48,130,1.982,0.38,us,us7000nsdb,2024-11-18T09:56:42.040Z,"Volcano Islands, Japan region",earthquake,11.12,1.69,0.091,36,reviewed,us,us
2024-11-18T07:06:27.135Z,29.8289,92.1085,10,4.5,mb,48,106,0.862,0.32,us,us7000nsei,2024-11-18T15:18:43.040Z,"99 km E of Lhasa, China",earthquake,7.2,1.892,0.089,37,reviewed,us,us
2024-11-18T07:01:59.172Z,29.9378,92.2411,10,4.7,mb,92,80,6.466,0.59,us,us7000nsd6,2024-11-18T08:09:41.040Z,"114 km ENE of Lhasa, China",earthquake,8.15,1.863,0.064,77,reviewed,us,us
2024-11-18T06:06:54.953Z,40.3573,83.3324,10,4.7,mb,23,135,4.131,0.49,us,us7000nsd4,2024-11-18T14:24:44.040Z,"154 km SSE of Kuqa, China",earthquake,10.8,1.935,0.138,16,reviewed,us,us
2024-11-18T05:24:16.655Z,-56.5196,147.2637,10,4.9,mb,41,49,13.624,0.83,us,us7000nscz,2024-11-18T05:52:02.040Z,"west of Macquarie Island",earthquake,12.69,1.853,0.104,29,reviewed,us,us
2024-11-18T04:57:10.931Z,-34.5248,55.117,10,4.9,mb,27,73,16.962,0.67,us,us7000nscv,2024-12-05T03:26:52.040Z,"Southwest Indian Ridge",earthquake,10.79,1.897,0.12,22,reviewed,us,us
2024-11-18T03:35:32.731Z,20.7445,121.9357,9.922,5.2,mb,62,144,2.211,0.8,us,us7000nscj,2024-12-05T03:08:43.629Z,"32 km N of Basco, Philippines",earthquake,10.5,7.015,0.049,139,reviewed,us,us
2024-11-18T02:18:49.800Z,15.0612,147.1619,10,5.1,mb,57,82,1.334,0.75,us,us7000nsce,2024-12-05T02:21:18.040Z,"152 km E of Saipan, Northern Mariana Islands",earthquake,8.38,1.822,0.068,70,reviewed,us,us
2024-11-18T00:00:44.709Z,-12.7645,-14.4618,10,5,mb,65,58,4.802,1.14,us,us7000nsc0,2024-11-18T15:26:17.714Z,"southern Mid-Atlantic Ridge",earthquake,9.64,1.868,0.065,75,reviewed,us,us
2024-11-17T23:16:14.125Z,-12.826,-14.7059,10,5.1,mb,47,67,22.027,1.26,us,us7000nsbw,2024-11-17T23:34:46.040Z,"southern Mid-Atlantic Ridge",earthquake,11.96,1.871,0.084,46,reviewed,us,us
2024-11-17T23:05:55.254Z,-12.7931,-14.9899,10,5,mb,60,57,9.493,0.79,us,us7000nsbu,2024-11-17T23:23:46.040Z,"southern Mid-Atlantic Ridge",earthquake,9.56,1.846,0.074,58,reviewed,us,us
2024-11-17T23:01:10.875Z,-1.755,139.447,10,4.8,mb,31,42,1.464,0.6,us,us7000nsbt,2024-11-17T23:17:26.040Z,"161 km NW of Abepura, Indonesia",earthquake,4.61,1.873,0.134,17,reviewed,us,us
2024-11-17T20:45:07.237Z,37.2211,68.8368,10,4.5,mb,71,57,1.07,0.76,us,us7000nsbe,2024-12-06T17:37:32.045Z,"5 km E of Qarāwul, Afghanistan",earthquake,4.39,1.855,0.067,66,reviewed,us,us
2024-11-17T18:55:37.688Z,-4.7722,153.282,69.305,5.2,mww,72,100,1.256,0.87,us,us7000nsaz,2024-11-17T20:03:12.522Z,"122 km ESE of Kokopo, Papua New Guinea",earthquake,8.79,6.559,0.08,15,reviewed,us,us
2024-11-17T18:39:54.444Z,3.2614,88.6924,10,4.5,mb,29,65,8.46,0.65,us,us7000nvp4,2024-12-06T19:40:17.040Z,"North Indian Ocean",earthquake,6.55,1.734,0.121,20,reviewed,us,us
2024-11-17T18:37:06.459Z,-16.1728,-172.7964,10,4.5,mb,23,84,2.455,0.5,us,us7000nvp2,2024-12-06T19:17:02.040Z,"109 km ESE of Hihifo, Tonga",earthquake,8.47,1.874,0.156,12,reviewed,us,us
2024-11-17T17:23:51.552Z,21.3822,143.7554,10,4.5,mb,44,120,5.866,0.58,us,us7000nvp0,2024-12-06T17:50:24.040Z,"Mariana Islands region",earthquake,11.03,1.891,0.097,31,reviewed,us,us
2024-11-17T14:14:02.477Z,-24.2733,179.8846,508.147,4.8,mb,49,84,5.323,0.9,us,us7000nsac,2024-11-17T14:32:03.040Z,"south of the Fiji Islands",earthquake,12.69,8.306,0.053,110,reviewed,us,us
2024-11-17T12:16:29.918Z,29.0501,131.3955,8,6.1,mww,130,32,2.583,0.91,us,us7000nsa3,2024-11-18T12:27:00.670Z,"155 km SSE of Koshima, Japan",earthquake,3.1,1.823,0.041,56,reviewed,us,us
2024-11-17T04:26:44.997Z,0.7206,126.0453,50.65,4.9,mb,44,60,1.322,1.01,us,us7000ns8i,2024-11-17T04:45:59.040Z,"129 km SE of Bitung, Indonesia",earthquake,8.21,7.932,0.081,50,reviewed,us,us
2024-11-17T04:14:37.923Z,-24.2382,-179.9814,510.613,4.5,mb,42,77,5.313,1.14,us,us7000ns8g,2024-11-17T04:31:09.040Z,"south of the Fiji Islands",earthquake,13.5,8.652,0.078,51,reviewed,us,us
2024-11-16T18:35:16.877Z,-0.131,99.5415,93.979,4.5,mb,44,125,4.709,0.74,us,us7000ns6v,2024-11-19T20:09:40.040Z,"84 km NW of Pariaman, Indonesia",earthquake,7.69,7.432,0.096,35,reviewed,us,us
2024-11-16T18:27:44.022Z,-4.4992,153.4222,123.126,4.5,mb,68,54,1.292,0.49,us,us7000ns6t,2024-11-19T19:54:25.040Z,"129 km E of Kokopo, Papua New Guinea",earthquake,9.7,6.463,0.07,68,reviewed,us,us
2024-11-16T16:39:14.943Z,-17.5694,-178.8863,537.193,4.5,mb,52,71,1.99,0.99,us,us7000ns6k,2024-11-16T16:54:17.040Z,"198 km ENE of Levuka, Fiji",earthquake,12.74,8.337,0.04,185,reviewed,us,us
2024-11-16T15:44:02.415Z,-14.8455,167.2514,154.698,4.9,mb,86,54,6.338,0.58,us,us7000ns6f,2024-11-19T17:12:26.040Z,"29 km NE of Port-Olry, Vanuatu",earthquake,9.74,7.284,0.063,82,reviewed,us,us
2024-11-16T15:28:41.698Z,1.4835,98.3557,99.104,4.9,mb,122,43,3.977,0.79,us,us7000ns6d,2024-11-19T17:12:12.040Z,"55 km WSW of Sibolga, Indonesia",earthquake,8.02,6.551,0.055,111,reviewed,us,us
2024-11-16T14:15:52.519Z,-23.1842,-67.9562,145.462,4.5,mb,28,116,0.309,1,us,us7000ns64,2024-11-16T15:26:48.040Z,"39 km SE of San Pedro de Atacama, Chile",earthquake,8.61,10.442,0.192,8,reviewed,us,us
2024-11-16T13:47:36.626Z,53.208,159.7802,60.216,5.1,mb,88,77,0.706,0.92,us,us7000ns62,2024-11-16T14:33:50.313Z,"78 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.24,6.26,0.031,334,reviewed,us,us
2024-11-16T12:22:17.410Z,41.0392,141.0132,9.94,5,mb,79,92,0.252,0.45,us,us7000ns5p,2024-12-06T10:13:55.342Z,"14 km NNE of Hiranai, Japan",earthquake,6.83,4.243,0.031,335,reviewed,us,us
2024-11-16T11:58:32.568Z,-5.3391,151.4016,93.831,4.9,mb,50,62,1.37,0.86,us,us7000ns5m,2024-12-06T09:49:51.699Z,"142 km E of Kimbe, Papua New Guinea",earthquake,8.32,7.175,0.081,48,reviewed,us,us
2024-11-16T09:50:16.497Z,17.7545,-61.5279,29.485,4.8,mb,62,56,0.26,0.59,us,us7000ns58,2024-11-16T10:13:06.040Z,"33 km ENE of Codrington, Antigua and Barbuda",earthquake,6.71,5.019,0.051,119,reviewed,us,us
2024-11-16T09:48:47.377Z,17.7879,-61.4586,24.187,4.5,mb,50,89,0.333,0.5,us,us7000ns57,2024-12-05T13:11:02.040Z,"42 km ENE of Codrington, Antigua and Barbuda",earthquake,5.58,5.6,0.089,37,reviewed,us,us
2024-11-16T08:22:26.471Z,-12.1604,166.651,119.062,5.4,mww,159,44,3.311,0.58,us,us7000ns4s,2024-12-05T08:24:06.746Z,"184 km SSE of Lata, Solomon Islands",earthquake,7.46,6.404,0.066,22,reviewed,us,us
2024-11-16T07:25:57.285Z,-55.9341,-26.4893,10,4.6,mb,17,79,5.972,0.96,us,us7000nvh5,2024-12-05T07:58:56.040Z,"South Sandwich Islands region",earthquake,13.11,1.93,0.141,16,reviewed,us,us
2024-11-16T07:03:06.237Z,14.2335,-93.0891,10,4.9,mww,139,168,1.607,0.71,us,us7000ns4l,2024-12-05T07:56:08.040Z,"89 km SW of Puerto Madero, Mexico",earthquake,7.03,1.935,0.051,37,reviewed,us,us
2024-11-16T03:51:18.136Z,-19.0652,-177.6121,535.155,4.6,mb,32,133,3.859,0.76,us,us7000ns3y,2024-11-16T04:15:10.040Z,"Fiji region",earthquake,15.74,10.026,0.122,22,reviewed,us,us
2024-11-16T02:17:09.474Z,-15.2823,-13.2696,10,5.2,mb,53,66,7.28,0.7,us,us7000ns3m,2024-11-16T02:36:28.040Z,"southern Mid-Atlantic Ridge",earthquake,11.39,1.867,0.073,61,reviewed,us,us
2024-11-15T23:05:39.762Z,-19.1981,-173.5631,118.909,4.9,mb,29,93,3.439,0.87,us,us7000ns3a,2024-11-15T23:25:21.040Z,"74 km SE of Neiafu, Tonga",earthquake,11.95,11.191,0.125,20,reviewed,us,us
2024-11-15T21:11:50.702Z,17.788,-61.4744,33.348,4.9,mb,54,93,1.306,0.83,us,us7000ns2h,2024-11-15T22:37:51.118Z,"40 km ENE of Codrington, Antigua and Barbuda",earthquake,7.12,4.799,0.043,174,reviewed,us,us
2024-11-15T18:03:43.767Z,-4.5193,153.4229,118.965,4.6,mb,84,100,1.297,0.74,us,us7000ns1x,2024-11-15T20:18:25.040Z,"New Ireland region, Papua New Guinea",earthquake,10.17,6.427,0.064,81,reviewed,us,us
2024-11-15T17:58:51.061Z,35.8055,140.8077,49.185,4.7,mww,164,81,2.227,0.74,us,us7000ns1s,2024-11-19T15:49:28.040Z,"8 km NNW of Hasaki, Japan",earthquake,6.78,5.282,0.103,9,reviewed,us,us
2024-11-15T17:57:25.233Z,-4.5154,153.3365,120.276,4.5,mb,74,122,1.213,0.69,us,us7000ns1t,2024-11-15T19:55:32.040Z,"120 km E of Kokopo, Papua New Guinea",earthquake,10.04,6.448,0.069,70,reviewed,us,us
2024-11-15T15:41:05.165Z,36.0888,141.0001,48.089,4.5,mb,31,138,2.303,0.54,us,us7000ns09,2024-11-15T16:17:51.040Z,"34 km ENE of Kashima-shi, Japan",earthquake,10.73,8.747,0.118,21,reviewed,us,us
2024-11-15T15:27:42.267Z,4.7235,125.4144,83.755,4.5,mb,21,117,2.336,0.73,us,us7000nrzu,2024-11-15T16:51:42.040Z,"75 km S of Sarangani, Philippines",earthquake,11.25,9.385,0.127,18,reviewed,us,us
2024-11-15T14:05:26.399Z,-23.3745,170.6672,18.329,4.8,mb,34,161,3.063,0.89,us,us7000nrz2,2024-11-15T14:56:32.040Z,"southeast of the Loyalty Islands",earthquake,10.73,4.859,0.107,29,reviewed,us,us
2024-11-15T11:38:19.511Z,-23.5887,170.239,10,5,mb,27,96,2.748,0.75,us,us7000nryk,2024-11-15T13:13:01.040Z,"298 km ESE of Vao, New Caledonia",earthquake,11.57,1.872,0.126,20,reviewed,us,us
2024-11-15T11:34:48.614Z,-6.3131,129.8028,12.088,4.5,mb,19,96,1.782,1.17,us,us7000nryj,2024-11-16T12:12:42.040Z,"Banda Sea",earthquake,6.94,2.805,0.132,17,reviewed,us,us
2024-11-15T10:51:26.058Z,-5.6417,151.4814,54.915,4.5,mb,60,45,1.593,0.56,us,us7000nryh,2024-11-15T13:28:19.040Z,"149 km E of Kimbe, Papua New Guinea",earthquake,9.44,7.214,0.078,49,reviewed,us,us
2024-11-15T10:41:05.732Z,-61.5218,153.9433,10,5.5,mww,28,113,7.524,0.31,us,us7000nryg,2024-11-16T10:44:36.940Z,"Balleny Islands region",earthquake,9.88,1.702,0.068,21,reviewed,us,us
2024-11-15T09:02:01.933Z,40.9999,40.8811,10,4.5,mwr,100,34,1.024,0.5,us,us7000nry6,2024-11-15T21:58:10.910Z,"4 km SSW of Nurluca, Turkey",earthquake,4.65,1.842,0.058,29,reviewed,us,us
2024-11-15T08:41:47.013Z,-19.3958,-172.9908,10,5.4,mb,53,71,2.912,1.13,us,us7000nry3,2024-12-05T12:44:20.327Z,"133 km SE of Neiafu, Tonga",earthquake,6.03,1.866,0.082,51,reviewed,us,us
2024-11-15T07:46:21.184Z,38,37.6336,10,4.9,mb,62,67,0.582,0.68,us,us7000nrxw,2024-12-05T09:47:41.482Z,"17 km ENE of Nurhak, Turkey",earthquake,4.78,1.879,0.071,63,reviewed,us,us
2024-11-15T07:45:09.642Z,-5.6835,152.025,48.263,4.6,mb,33,131,1.489,0.98,us,us7000nrxx,2024-12-05T10:28:25.040Z,"150 km S of Kokopo, Papua New Guinea",earthquake,8.99,4.098,0.114,23,reviewed,us,us
2024-11-15T07:29:20.437Z,-5.8798,147.4761,88.534,4.8,mb,47,52,3.516,0.82,us,us7000nrxu,2024-12-05T09:20:26.040Z,"85 km NNW of Finschhafen, Papua New Guinea",earthquake,7.17,8.161,0.089,39,reviewed,us,us
2024-11-15T05:28:30.644Z,-4.7395,153.3133,56,6.6,mww,114,19,1.269,0.74,us,us7000nrwz,2024-12-05T09:15:43.137Z,"123 km ESE of Kokopo, Papua New Guinea",earthquake,8.06,1.857,0.061,26,reviewed,us,us
2024-11-15T03:59:22.890Z,-31.1811,-176.5398,10,4.5,mb,19,111,2.255,1.25,us,us7000nrwu,2024-11-21T23:43:20.040Z,"Kermadec Islands region",earthquake,10.15,1.881,0.15,15,reviewed,us,us
2024-11-15T03:46:45.931Z,6.5015,-82.4485,10,5,mww,40,160,2.854,1.41,us,us7000nrwt,2024-11-19T13:57:17.040Z,"175 km SSE of Burica, Panama",earthquake,7.92,1.948,0.055,32,reviewed,us,us
2024-11-15T02:17:08.437Z,51.718,-173.612,47.711,4.7,mb,61,139,0.605,1.06,us,us7000nrwh,2024-11-15T07:18:41.383Z,"66 km SE of Atka, Alaska",earthquake,7.95,4.857,0.04,192,reviewed,us,us
2024-11-15T02:08:12.987Z,0.4717,126.6648,64.597,4.6,mb,45,54,0.762,0.61,us,us7000nrwg,2024-11-15T22:31:32.040Z,"87 km WSW of Ternate, Indonesia",earthquake,7.6,6.687,0.112,28,reviewed,us,us
2024-11-15T00:18:53.248Z,25.351,142.6749,21.606,4.6,mb,26,157,1.792,0.37,us,us7000nuyn,2024-12-03T03:29:49.040Z,"Volcano Islands, Japan region",earthquake,14.27,6.801,0.136,16,reviewed,us,us
2024-11-15T00:11:58.422Z,51.567,-178.2855,57.242,5.1,mb,111,87,0.306,0.68,us,us7000nrw7,2024-12-04T00:22:11.352Z,"119 km WSW of Adak, Alaska",earthquake,4.95,4.085,0.025,506,reviewed,us,us
2024-11-14T21:49:14.113Z,51.7933,-178.5908,92.075,4.7,mb,232,99,0.099,0.66,us,us7000nrv2,2024-12-03T03:07:18.029Z,"135 km W of Adak, Alaska",earthquake,5.95,3.356,0.041,180,reviewed,us,us
2024-11-14T19:08:17.852Z,-6.0117,104.3629,92.099,5.1,mb,85,64,2.158,0.82,us,us7000nrtu,2024-11-30T21:27:42.040Z,"118 km WSW of Bandar Lampung, Indonesia",earthquake,4.97,6.455,0.047,146,reviewed,us,us
2024-11-14T17:51:37.077Z,-0.2281,127.0888,38.646,4.7,mb,49,84,1.031,0.53,us,us7000nrtj,2024-11-30T21:18:48.040Z,"61 km NW of Labuha, Indonesia",earthquake,6.73,6.292,0.077,51,reviewed,us,us
2024-11-14T11:15:12.948Z,38.7378,142.659,47.69,4.7,mb,26,130,2.389,0.65,us,us7000nrpa,2024-11-14T12:06:23.040Z,"89 km ESE of Ōfunato, Japan",earthquake,8.41,6.346,0.166,11,reviewed,us,us
2024-11-14T09:16:27.397Z,16.2867,-98.5612,15.14,5,mb,72,177,1.269,0.86,us,us7000nrp3,2024-11-14T15:43:20.313Z,"13 km SSW of Montecillos, Mexico",earthquake,11.73,7.291,0.035,268,reviewed,us,us
2024-11-14T07:54:45.184Z,-22.178,-179.6578,607.134,4.5,mb,35,112,4.908,0.72,us,us7000nrnx,2024-11-30T06:50:23.040Z,"south of the Fiji Islands",earthquake,10.87,9.591,0.102,28,reviewed,us,us
2024-11-14T02:38:16.141Z,23.8706,121.6613,25.715,4.6,mwr,90,54,0.582,0.85,us,us7000nrn9,2024-11-14T19:31:10.783Z,"13 km SSE of Hualien City, Taiwan",earthquake,3.19,5.012,0.073,18,reviewed,us,us
2024-11-14T02:12:06.138Z,29.1797,130.128,60.094,4.5,mb,32,101,2.339,0.85,us,us7000nrn4,2024-11-14T02:36:05.040Z,"95 km NNE of Tatsugō, Japan",earthquake,3.78,9.823,0.121,20,reviewed,us,us
2024-11-14T00:02:13.676Z,39.9614,141.5736,77.367,4.5,mb,48,133,0.914,0.62,us,us7000nrml,2024-11-14T00:19:07.040Z,"14 km SE of Kuzumaki, Japan",earthquake,7.2,5.23,0.083,43,reviewed,us,us
2024-11-13T18:40:42.360Z,-5.0587,102.2493,18.592,4.9,mb,100,94,0.988,0.74,us,us7000nrl4,2024-12-04T16:37:15.040Z,"139 km S of Bengkulu, Indonesia",earthquake,2.9,3.66,0.067,69,reviewed,us,us
2024-11-13T16:51:09.615Z,-29.8593,-177.2971,54.389,4.5,mb,19,222,0.806,1.02,us,us7000nuwt,2024-12-06T05:08:21.040Z,"Kermadec Islands, New Zealand",earthquake,12.86,11.731,0.156,12,reviewed,us,us
2024-11-13T16:34:09.884Z,31.9622,140.3579,89.072,4.5,mb,42,212,1.238,0.88,us,us7000nrky,2024-11-17T02:32:58.040Z,"Izu Islands, Japan region",earthquake,10.82,8.475,0.104,27,reviewed,us,us
2024-11-13T15:47:56.709Z,36.5196,70.8494,224.206,4.9,mb,88,65,2.086,0.63,us,us7000nrj9,2024-11-13T17:21:31.226Z,"38 km S of Jurm, Afghanistan",earthquake,7.4,6.859,0.044,163,reviewed,us,us
2024-11-13T10:20:37.127Z,13.9983,145.5315,92.568,4.5,mb,32,139,0.762,0.5,us,us7000nrir,2024-11-30T06:01:14.197Z,"86 km NE of Yigo Village, Guam",earthquake,7.61,7.473,0.107,26,reviewed,us,us
2024-11-13T09:07:03.162Z,60.9448,-147.3606,16.2,4.5,ml,,,,0.56,ak,ak024em2arnr,2024-11-30T05:39:51.040Z,"38 km WNW of Tatitlek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-11-13T05:21:50.863Z,-22.4052,170.9887,10,4.8,mb,28,200,3.282,0.87,us,us7000nrhs,2024-11-13T12:03:34.376Z,"southeast of the Loyalty Islands",earthquake,12.15,1.96,0.118,22,reviewed,us,us
2024-11-13T05:13:20.699Z,36.5438,71.1536,220.721,5.1,mb,55,62,2.218,0.65,us,us7000nrhn,2024-11-15T14:58:47.679Z,"37 km WSW of Ashkāsham, Afghanistan",earthquake,8.02,9.774,0.074,59,reviewed,us,us
2024-11-13T04:15:07.309Z,29.6209,92.2858,10,4.5,mb,38,105,6.415,0.91,us,us7000nrhe,2024-12-03T02:19:49.040Z,"114 km E of Lhasa, China",earthquake,11.69,1.905,0.097,31,reviewed,us,us
2024-11-13T02:51:17.060Z,15.9496,147.2513,10,4.6,mb,23,98,1.576,0.4,us,us7000nuwa,2024-12-03T00:58:18.040Z,"180 km ENE of Saipan, Northern Mariana Islands",earthquake,9.36,1.476,0.141,15,reviewed,us,us
2024-11-13T01:41:08.339Z,-8.2412,107.893,85.337,4.9,mb,61,80,0.81,0.54,us,us7000nrgq,2024-12-02T23:17:00.095Z,"101 km SSW of Kawalu, Indonesia",earthquake,5.95,6.271,0.061,83,reviewed,us,us
2024-11-13T01:29:31.167Z,-58.7138,-24.8191,21.401,5.1,mb,70,51,19.27,0.59,us,us7000nrgn,2024-12-02T23:05:06.040Z,"South Sandwich Islands region",earthquake,12.1,4.18,0.064,79,reviewed,us,us
2024-11-13T00:20:04.874Z,16.2238,-98.4996,10,4.9,mb,100,153,0.395,1.07,us,us7000nuw7,2024-12-06T04:51:57.040Z,"14 km SSW of Santiago Tepextla, Mexico",earthquake,4.92,1.91,0.065,74,reviewed,us,us
2024-11-13T00:18:23.014Z,16.2346,-98.4411,12.648,5,mww,40,180,1.326,0.75,us,us7000nrgf,2024-11-15T15:12:35.156Z,"11 km S of Santiago Tepextla, Mexico",earthquake,10.04,3.809,0.059,28,reviewed,us,us
2024-11-13T00:07:36.477Z,53.1188,159.4094,65.189,4.5,mb,31,136,0.468,0.82,us,us7000nrge,2024-11-13T00:34:31.040Z,"52 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,12.88,8.514,0.106,26,reviewed,us,us
2024-11-12T16:08:42.283Z,-1.3545,-13.2325,10,5.4,mb,298,30,6.63,0.55,us,us7000nrcp,2024-11-14T16:38:28.718Z,"north of Ascension Island",earthquake,8.74,1.776,0.034,305,reviewed,us,us
2024-11-12T14:31:59.248Z,-4.6006,152.4987,87.552,5.3,mww,221,21,0.526,0.79,us,us7000nrci,2024-11-14T17:54:53.035Z,"38 km SE of Kokopo, Papua New Guinea",earthquake,7.35,4.26,0.098,10,reviewed,us,us
2024-11-12T13:48:50.344Z,36.3155,141.2801,38.636,4.5,mb,58,137,2.487,0.53,us,us7000nrcd,2024-11-12T17:19:14.040Z,"62 km E of Ōarai, Japan",earthquake,9.05,7.721,0.079,50,reviewed,us,us
2024-11-12T09:24:26.883Z,0.5833,126.1828,17.81,5.2,mww,81,46,1.198,1.1,us,us7000nrbx,2024-11-12T09:39:46.040Z,"135 km W of Ternate, Indonesia",earthquake,6.71,4.353,0.086,13,reviewed,us,us
2024-11-12T06:26:32.196Z,-3.2155,123.4697,10.169,4.6,mb,31,89,2.269,0.72,us,us7000nrbp,2024-11-12T08:07:35.040Z,"135 km NE of Kendari, Indonesia",earthquake,3.95,5.13,0.128,18,reviewed,us,us
